,Date,Mkt,CPI,RF,Return,SnP
823,1996-08-01,0.0318,157.3,0.0040999999999999,0.0318,664.7141484220002
824,1996-09-01,0.0545,157.8,0.0044,0.0545,700.9410695109992
825,1996-10-01,0.0128,158.3,0.0042,0.0128,709.91311520074
826,1996-11-01,0.0666,158.6,0.0040999999999999,0.0666,757.1933286731092
827,1996-12-01,-0.0124,158.6,0.0046,-0.0124,747.8041313975627
828,1997-01-01,0.0544,159.1,0.0045,0.0544,788.4846761455901
829,1997-02-01,-0.001,159.6,0.0039,-0.001,787.6961914694446
830,1997-03-01,-0.046,160.0,0.0043,-0.046,751.4621666618501
831,1997-04-01,0.0447,160.2,0.0043,0.0447,785.0525255116347
832,1997-05-01,0.0723,160.1,0.0049,0.0723,841.811823106126
833,1997-06-01,0.0447,160.3,0.0037,0.0447,879.4408115989697
834,1997-07-01,0.0776,160.5,0.0043,0.0776,947.6854185790496
835,1997-08-01,-0.0374,160.8,0.0040999999999999,-0.0374,912.2419839241932
836,1997-09-01,0.0579,161.2,0.0044,0.0579,965.0607947934039
837,1997-10-01,-0.0338,161.6,0.0042,-0.0338,932.4417399293869
838,1997-11-01,0.0337,161.5,0.0039,0.0337,963.8650265650074
839,1997-12-01,0.018,161.3,0.0048,0.018,981.2145970431775
840,1998-01-01,0.0058,161.6,0.0043,0.0058,986.9056417060281
841,1998-02-01,0.0743,161.9,0.0039,0.0743,1060.232730884786
842,1998-03-01,0.0515,162.2,0.0039,0.0515,1114.8347165253524
843,1998-04-01,0.0116,162.5,0.0043,0.0116,1127.7667992370466
844,1998-05-01,-0.0267,162.8,0.004,-0.0267,1097.6554256974173
845,1998-06-01,0.0359,163.0,0.0040999999999999,0.0359,1137.0612554799548
846,1998-07-01,-0.0206,163.2,0.004,-0.0206,1113.637793617068
847,1998-08-01,-0.1565,163.4,0.0043,-0.1565,939.3534789159968
848,1998-09-01,0.0661,163.6,0.0046,0.0661,1001.4447438723442
849,1998-10-01,0.0745,164.0,0.0032,0.0745,1076.0523772908339
850,1998-11-01,0.0641,164.0,0.0031,0.0641,1145.0273346751762
851,1998-12-01,0.0654,163.9,0.0038,0.0654,1219.9121223629327
852,1999-01-01,0.0385,164.3,0.0034999999999999,0.0385,1266.8787390739058
853,1999-02-01,-0.0373,164.5,0.0034999999999999,-0.0373,1219.6241621064491
854,1999-03-01,0.0388,165.0,0.0043,0.0388,1266.9455795961792
855,1999-04-01,0.047,166.2,0.0037,0.047,1326.4920218371994
856,1999-05-01,-0.0212,166.2,0.0034,-0.0212,1298.370390974251
857,1999-06-01,0.0517,166.2,0.004,0.0517,1365.4961401876199
858,1999-07-01,-0.0311,166.7,0.0038,-0.0311,1323.0292102277847
859,1999-08-01,-0.0099,167.1,0.0039,-0.0099,1309.9312210465296
860,1999-09-01,-0.024,167.9,0.0039,-0.024,1278.492871741413
861,1999-10-01,0.0651,168.2,0.0039,0.0651,1361.7227576917787
862,1999-11-01,0.0373,168.3,0.0036,0.0373,1412.5150165536822
863,1999-12-01,0.0816,168.3,0.0044,0.0816,1527.7762419044625
864,2000-01-01,-0.0433,168.8,0.0040999999999999,-0.0433,1461.6235306299993
865,2000-02-01,0.0288,169.8,0.0043,0.0288,1503.7182883121432
866,2000-03-01,0.0567,171.2,0.0046999999999999,0.0567,1588.9791152594419
867,2000-04-01,-0.0594,171.3,0.0046,-0.0594,1494.593755813031
868,2000-05-01,-0.0392,171.5,0.005,-0.0392,1436.00568058516
869,2000-06-01,0.0504,172.4,0.004,0.0504,1508.380366886652
870,2000-07-01,-0.0203,172.8,0.0048,-0.0203,1477.760245438853
871,2000-08-01,0.0753,172.8,0.005,0.0753,1589.0355919203985
872,2000-09-01,-0.0494,173.7,0.0051,-0.0494,1510.5372336795308
873,2000-10-01,-0.022,174.0,0.0056,-0.022,1477.305414538581
874,2000-11-01,-0.1021,174.1,0.0051,-0.1021,1326.472531714192
875,2000-12-01,0.0169,174.0,0.005,0.0169,1348.8899175001616
876,2001-01-01,0.0367,175.1,0.0054,0.0367,1398.3941774724176
877,2001-02-01,-0.0967,175.8,0.0038,-0.0967,1263.1694605108348
878,2001-03-01,-0.0684,176.2,0.0042,-0.0684,1176.7686694118938
879,2001-04-01,0.0833,176.9,0.0039,0.0833,1274.7934995739045
880,2001-05-01,0.0104,177.7,0.0032,0.0104,1288.051351969473
881,2001-06-01,-0.0166,178.0,0.0028,-0.0166,1266.6696995267798
882,2001-07-01,-0.0183,177.5,0.003,-0.0183,1243.4896440254397
883,2001-08-01,-0.0615,177.5,0.0031,-0.0615,1167.015030917875
884,2001-09-01,-0.0897,178.3,0.0028,-0.0897,1062.3337826445418
885,2001-10-01,0.0268,177.7,0.0022,0.0268,1090.8043280194154
886,2001-11-01,0.0771,177.4,0.0017,0.0771,1174.9053417097123
887,2001-12-01,0.0175,176.7,0.0015,0.0175,1195.4661851896324
888,2002-01-01,-0.013,177.1,0.0014,-0.013,1179.9251247821671
889,2002-02-01,-0.0216,177.8,0.0013,-0.0216,1154.4387420868723
890,2002-03-01,0.0437,178.8,0.0013,0.0437,1204.8877151160689
891,2002-04-01,-0.0505,179.8,0.0015,-0.0505,1144.0408855027074
892,2002-05-01,-0.0124,179.8,0.0014,-0.0124,1129.8547785224737
893,2002-06-01,-0.0708,179.9,0.0013,-0.0708,1049.8610602030826
894,2002-07-01,-0.0803,180.1,0.0015,-0.0803,965.5572170687751
895,2002-08-01,0.0064,180.7,0.0014,0.0064,971.7367832580153
896,2002-09-01,-0.1021,181.0,0.0014,-0.1021,872.522457687372
897,2002-10-01,0.0798,181.3,0.0014,0.0798,942.1497498108243
898,2002-11-01,0.0608,181.3,0.0012,0.0608,999.4324545993225
899,2002-12-01,-0.0565,180.9,0.0011,-0.0565,942.9645209144608
900,2003-01-01,-0.0247,181.7,0.001,-0.0247,919.6732972478736
901,2003-02-01,-0.0179,183.1,0.0009,-0.0179,903.2111452271366
902,2003-03-01,0.0119,184.2,0.001,0.0119,913.9593578553396
903,2003-04-01,0.0832,183.8,0.001,0.0832,990.0007764289038
904,2003-05-01,0.0614,183.5,0.0009,0.0614,1050.7868241016383
905,2003-06-01,0.0152,183.7,0.001,0.0152,1066.7587838279835
906,2003-07-01,0.0242,183.9,0.0007,0.0242,1092.5743463966207
907,2003-08-01,0.0241,184.6,0.0007,0.0241,1118.9053881447792
908,2003-09-01,-0.0116,185.2,0.0008,-0.0116,1105.9260856422995
909,2003-10-01,0.0615,185.0,0.0007,0.0615,1173.9405399093012
910,2003-11-01,0.0142,184.5,0.0007,0.0142,1190.6104955760131
911,2003-12-01,0.0437,184.3,0.0008,0.0437,1242.640174232685
912,2004-01-01,0.0222,185.2,0.0007,0.0222,1270.2267861006505
913,2004-02-01,0.0146,186.2,0.0006,0.0146,1288.77209717772
914,2004-03-01,-0.0123,187.4,0.0009,-0.0123,1272.9202003824341
915,2004-04-01,-0.0175,188.0,0.0008,-0.0175,1250.6440968757415
916,2004-05-01,0.0123,189.1,0.0006,0.0123,1266.0270192673129
917,2004-06-01,0.0194,189.7,0.0008,0.0194,1290.587943441099
918,2004-07-01,-0.0396,189.4,0.001,-0.0396,1239.4806608808315
919,2004-08-01,0.0019,189.5,0.0011,0.0019,1241.835674136505
920,2004-09-01,0.0171,189.9,0.0011,0.0171,1263.0710641642393
921,2004-10-01,0.0154,190.9,0.0011,0.0154,1282.5223585523688
922,2004-11-01,0.0469,191.0,0.0015,0.0469,1342.6726571684746
923,2004-12-01,0.0359,190.3,0.0016,0.0359,1390.874605560823
924,2005-01-01,-0.026,190.7,0.0016,-0.026,1354.7118658162415
925,2005-02-01,0.0205,191.8,0.0016,0.0205,1382.4834590654746
926,2005-03-01,-0.0176,193.3,0.0021,-0.0176,1358.1517501859223
927,2005-04-01,-0.024,194.6,0.0021,-0.024,1325.55610818146
928,2005-05-01,0.0389,194.4,0.0024,0.0389,1377.1202407897188
929,2005-06-01,0.008,194.5,0.0023,0.008,1388.1372027160364
930,2005-07-01,0.0416,195.4,0.0024,0.0416,1445.8837103490237
931,2005-08-01,-0.0092,196.4,0.003,-0.0092,1432.5815802138127
932,2005-09-01,0.0078,198.8,0.0029,0.0078,1443.7557165394803
933,2005-10-01,-0.0175,199.2,0.0027,-0.0175,1418.4899915000394
934,2005-11-01,0.0392,197.6,0.0031,0.0392,1474.094799166841
935,2005-12-01,0.0007,196.8,0.0032,0.0007,1475.1266655262577
936,2006-01-01,0.0339,198.3,0.0034999999999999,0.0339,1525.133459487598
937,2006-02-01,0.0004,198.7,0.0034,0.0004,1525.7435128713928
938,2006-03-01,0.0183,199.8,0.0037,0.0183,1553.6646191569394
939,2006-04-01,0.0109,201.5,0.0036,0.0109,1570.59956350575
940,2006-05-01,-0.0314,202.5,0.0043,-0.0314,1521.2827372116694
941,2006-06-01,0.0005,202.9,0.004,0.0005,1522.0433785802752
942,2006-07-01,-0.0038,203.5,0.004,-0.0038,1516.2596137416701
943,2006-08-01,0.0245,203.9,0.0042,0.0245,1553.407974278341
944,2006-09-01,0.0225,202.9,0.0040999999999999,0.0225,1588.3596536996035
945,2006-10-01,0.0364,201.8,0.0040999999999999,0.0364,1646.175945094269
946,2006-11-01,0.0213,201.5,0.0042,0.0213,1681.2394927247772
947,2006-12-01,0.0127,201.8,0.004,0.0127,1702.5912342823817
948,2007-01-01,0.0184,202.416,0.0044,0.0184,1733.9189129931774
949,2007-02-01,-0.0158,203.499,0.0038,-0.0158,1706.5229941678854
950,2007-03-01,0.0111,205.352,0.0043,0.0111,1725.465399403149
951,2007-04-01,0.0393,206.686,0.0044,0.0393,1793.2761895996925
952,2007-05-01,0.0365,207.949,0.0040999999999999,0.0365,1858.7307705200815
953,2007-06-01,-0.0156,208.352,0.004,-0.0156,1829.7345704999684
954,2007-07-01,-0.0333,208.299,0.004,-0.0333,1768.8044093023195
955,2007-08-01,0.0134,207.917,0.0042,0.0134,1792.5063883869707
956,2007-09-01,0.0354,208.49,0.0032,0.0354,1855.9611145358695
957,2007-10-01,0.0212,208.936,0.0032,0.0212,1895.30749016403
958,2007-11-01,-0.0449,210.177,0.0034,-0.0449,1810.208183855665
959,2007-12-01,-0.006,210.036,0.0027,-0.006,1799.3469347525308
960,2008-01-01,-0.0615,211.08,0.0021,-0.0615,1688.6870982652504
961,2008-02-01,-0.0296,211.693,0.0013,-0.0296,1638.701960156599
962,2008-03-01,-0.0076,213.528,0.0017,-0.0076,1626.2478252594087
963,2008-04-01,0.0478,214.823,0.0018,0.0478,1703.9824713068085
964,2008-05-01,0.0204,216.632,0.0018,0.0204,1738.7437137214674
965,2008-06-01,-0.0827,218.815,0.0017,-0.0827,1594.949608596702
966,2008-07-01,-0.0062,219.964,0.0015,-0.0062,1585.0609210234024
967,2008-08-01,0.0166,219.086,0.0013,0.0166,1611.372932312391
968,2008-09-01,-0.0909,218.783,0.0015,-0.0909,1464.8991327651945
969,2008-10-01,-0.1715,216.573,0.0008,-0.1715,1213.6689314959638
970,2008-11-01,-0.0783,212.425,0.0003,-0.0783,1118.6386541598297
971,2008-12-01,0.0174,210.228,0.0,0.0174,1138.1029667422108
972,2009-01-01,-0.0812,211.143,0.0,-0.0812,1045.6890058427434
973,2009-02-01,-0.1009,212.193,0.0001,-0.1009,940.1789851532106
974,2009-03-01,0.0897,212.709,0.0002,0.0897,1024.5130401214537
975,2009-04-01,0.1019,213.24,0.0001,0.1019,1128.91091890983
976,2009-05-01,0.0521,213.856,0.0,0.0521,1187.7271777850322
977,2009-06-01,0.0044,215.693,0.0001,0.0044,1192.9531773672863
978,2009-07-01,0.0773,215.351,0.0001,0.0773,1285.1684579777773
979,2009-08-01,0.0334,215.834,0.0001,0.0334,1328.0930844742352
980,2009-09-01,0.0409,215.969,0.0001,0.0409,1382.4120916292313
981,2009-10-01,-0.0259,216.177,0.0,-0.0259,1346.607618456034
982,2009-11-01,0.0556,216.33,0.0,0.0556,1421.47900204219
983,2009-12-01,0.0276,215.949,0.0001,0.0276,1460.7118224985543
984,2010-01-01,-0.0336,216.687,0.0,-0.0336,1411.631905262603
985,2010-02-01,0.034,216.741,0.0,0.034,1459.6273900415315
986,2010-03-01,0.0632,217.631,0.0001,0.0632,1551.8758410921562
987,2010-04-01,0.0201,218.009,0.0001,0.0201,1583.0685454981085
988,2010-05-01,-0.0788,218.178,0.0001,-0.0788,1458.3227441128577
989,2010-06-01,-0.0556,217.965,0.0001,-0.0556,1377.2399995401827
990,2010-07-01,0.0694,218.011,0.0001,0.0694,1472.8204555082714
991,2010-08-01,-0.0476,218.312,0.0001,-0.0476,1402.7142018260777
992,2010-09-01,0.0955,218.439,0.0001,0.0955,1536.673408100468
993,2010-10-01,0.0389,218.711,0.0001,0.0389,1596.4500036755758
994,2010-11-01,0.0061,218.803,0.0001,0.0061,1606.1883486979968
995,2010-12-01,0.0683,219.179,0.0001,0.0683,1715.8910129140702
996,2011-01-01,0.02,220.223,0.0001,0.02,1750.2088331723517
997,2011-02-01,0.035,221.309,0.0001,0.035,1811.466142333384
998,2011-03-01,0.0047,223.467,0.0001,0.0047,1819.9800332023506
999,2011-04-01,0.029,224.906,0.0,0.029,1872.7594541652188
1000,2011-05-01,-0.0127,225.964,0.0,-0.0127,1848.9754090973204
1001,2011-06-01,-0.0175,225.722,0.0,-0.0175,1816.6183394381173
1002,2011-07-01,-0.0235,225.922,0.0,-0.0235,1773.9278084613218
1003,2011-08-01,-0.0598,226.545,0.0001,-0.0598,1667.8469255153348
1004,2011-09-01,-0.0759,226.889,0.0,-0.0759,1541.257343868721
1005,2011-10-01,0.1135,226.421,0.0,0.1135,1716.1900523978206
1006,2011-11-01,-0.0028,226.23,0.0,-0.0028,1711.3847202511067
1007,2011-12-01,0.0074,225.672,0.0,0.0074,1724.048967180965
1008,2012-01-01,0.0505,226.665,0.0,0.0505,1811.1134400236037
1009,2012-02-01,0.0442,227.663,0.0,0.0442,1891.1646540726472
1010,2012-03-01,0.0311,229.392,0.0,0.0311,1949.9798748143062
1011,2012-04-01,-0.0085,230.085,0.0,-0.0085,1933.4050458783847
1012,2012-05-01,-0.0618,229.815,0.0001,-0.0618,1813.9206140431006
1013,2012-06-01,0.0389,229.478,0.0,0.0389,1884.482125929377
1014,2012-07-01,0.0079,229.104,0.0,0.0079,1899.369534724219
1015,2012-08-01,0.0256,230.379,0.0001,0.0256,1947.9933948131593
1016,2012-09-01,0.0274,231.407,0.0001,0.0274,2001.36841383104
1017,2012-10-01,-0.0175,231.317,0.0001,-0.0175,1966.3444665889967
1018,2012-11-01,0.0079,230.221,0.0001,0.0079,1981.87858787505
1019,2012-12-01,0.0119,229.601,0.0001,0.0119,2005.4629430707632
1020,2013-01-01,0.0557,230.28,0.0,0.0557,2117.1672289998046
1021,2013-02-01,0.0129,232.166,0.0,0.0129,2144.478686253902
1022,2013-03-01,0.0403,232.773,0.0,0.0403,2230.901177309934
1023,2013-04-01,0.0155,232.531,0.0,0.0155,2265.4801455582387
1024,2013-05-01,0.028,232.945,0.0,0.028,2328.9135896338694
1025,2013-06-01,-0.012,233.504,0.0,-0.012,2300.9666265582628
1026,2013-07-01,0.0565,233.596,0.0,0.0565,2430.9712409588046
1027,2013-08-01,-0.0271,233.877,0.0,-0.0271,2365.091920328821
1028,2013-09-01,0.0377,234.149,0.0,0.0377,2454.2558857252175
1029,2013-10-01,0.0418,233.546,0.0,0.0418,2556.843781748532
1030,2013-11-01,0.0313,233.069,0.0,0.0313,2636.872992117261
1031,2013-12-01,0.0281,233.049,0.0,0.0281,2710.9691231957563
1032,2014-01-01,-0.0332,233.916,0.0,-0.0332,2620.964948305657
1033,2014-02-01,0.0465,234.781,0.0,0.0465,2742.83981840187
1034,2014-03-01,0.0043,236.293,0.0,0.0043,2754.634029620998
1035,2014-04-01,-0.0019,237.072,0.0,-0.0019,2749.400224964718
1036,2014-05-01,0.0206,237.9,0.0,0.0206,2806.0378695989907
1037,2014-06-01,0.0261,238.343,0.0,0.0261,2879.2754579955244
1038,2014-07-01,-0.0204,238.25,0.0,-0.0204,2820.5382386524157
1039,2014-08-01,0.0424,237.852,0.0,0.0424,2940.129059971278
1040,2014-09-01,-0.0197,238.031,0.0,-0.0197,2882.208517489844
1041,2014-10-01,0.0252,237.433,0.0,0.0252,2954.8401721305877
1042,2014-11-01,0.0255,236.151,0.0,0.0255,3030.188596519918
1043,2014-12-01,-0.0006,234.812,0.0,-0.0006,3028.370483362006
1044,2015-01-01,-0.0311,233.707,0.0,-0.0311,2934.1881613294477
1045,2015-02-01,0.0613,234.722,0.0,0.0613,3114.0538956189425
1046,2015-03-01,-0.0112,236.119,0.0,-0.0112,3079.1764919880106
1047,2015-04-01,0.0059,236.599,0.0,0.0059,3097.34363329074
1048,2015-05-01,0.0136,237.805,0.0,0.0136,3139.4675067034937
1049,2015-06-01,-0.0153,238.638,0.0,-0.0153,3091.43365385093
1050,2015-07-01,0.0154,238.654,0.0,0.0154,3139.0417321202344
1051,2015-08-01,-0.0604,238.316,0.0,-0.0604,2949.4436115001727
1052,2015-09-01,-0.0307,237.945,0.0,-0.0307,2858.8956926271176
1053,2015-10-01,0.0775,237.838,0.0,0.0775,3080.460108805719
1054,2015-11-01,0.0056,237.336,0.0,0.0056,3097.710685415031
1055,2015-12-01,-0.0216,236.525,0.0001,-0.0216,3030.800134610067
1056,2016-01-01,-0.0576,236.916,0.0001,-0.0576,2856.2260468565273
1057,2016-02-01,-0.0005,237.111,0.0002,-0.0005,2854.797933833099
1058,2016-03-01,0.0698,238.132,0.0002,0.0698,3054.0628296146497
1059,2016-04-01,0.0092,239.261,0.0001,0.0092,3082.160207647105
1060,2016-05-01,0.0179,240.229,0.0001,0.0179,3137.330875363988
1061,2016-06-01,-0.0003,241.018,0.0002,-0.0003,3136.389676101379
1062,2016-07-01,0.0397,240.628,0.0002,0.0397,3260.9043462426043
1063,2016-08-01,0.0051,240.849,0.0002,0.0051,3277.534958408442
1064,2016-09-01,0.0027,241.428,0.0002,0.0027,3286.3843027961443
1065,2016-10-01,-0.02,241.729,0.0002,-0.02,3220.656616740221
1066,2016-11-01,0.0487,241.353,0.0001,0.0487,3377.50259397547
1067,2016-12-01,0.0184,241.432,0.0003,0.0184,3439.6486417046185
1068,2017-01-01,0.0198,242.839,0.0004,0.0198,3507.75368481037
1069,2017-02-01,0.0361,243.603,0.0004,0.0361,3634.383592832024
1070,2017-03-01,0.002,243.801,0.0003,0.002,3641.6523600176884
1071,2017-04-01,0.0114,244.524,0.0005,0.0114,3683.16719692189
1072,2017-05-01,0.0112,244.733,0.0006,0.0112,3724.4186695274157
1073,2017-06-01,0.0084,244.955,0.0006,0.0084,3755.7037863514456
1074,2017-07-01,0.0194,244.786,0.0007,0.0194,3828.5644398066643
1075,2017-08-01,0.0025,245.519,0.0009,0.0025,3838.1358509061806
1076,2017-09-01,0.026,246.819,0.0009,0.026,3937.9273830297416
1077,2017-10-01,0.0234,246.663,0.0009,0.0234,4030.074883792638
1078,2017-11-01,0.032,246.669,0.0008,0.032,4159.037280074002
1079,2017-12-01,0.0115,246.524,0.0009,0.0115,4206.866208794854
1080,2018-01-01,0.0569,247.867,0.0012,0.0569,4446.236896075281
1081,2018-02-01,-0.0354,248.991,0.0011,-0.0354,4288.840109954216
1082,2018-03-01,-0.0224,249.554,0.0011,-0.0224,4192.770091491242
1083,2018-04-01,0.0042,250.546,0.0014,0.0042,4210.379725875505
1084,2018-05-01,0.0279,251.588,0.0014,0.0279,4327.849320227432
1085,2018-06-01,0.0062,251.989,0.0014,0.0062,4354.681986012842
1086,2018-07-01,0.0335,252.006,0.0016,0.0335,4500.563832544272
1087,2018-08-01,0.036,252.146,0.0016,0.036,4662.5841305158665
1088,2018-09-01,0.0021,252.439,0.0015,0.0021,4672.37555718995
1089,2018-10-01,-0.0749,252.885,0.0019,-0.0749,4322.414627956423
1090,2018-11-01,0.0187,252.038,0.0018,0.0187,4403.243781499207
1091,2018-12-01,-0.0937,251.233,0.002,-0.0937,3990.6598391727316
